"","kTotal","kWithin","kOut","kDiff"
"ENSXMAG00000002689",771.5182903896,571.436708463448,200.081581926151,371.355126537297
"ENSXMAG00000002690",637.71674248388,372.026982588989,265.68975989489,106.337222694099
"ENSXMAG00000002745",672.915648495712,445.937947002344,226.977701493368,218.960245508976
"ENSXMAG00000002752",773.244253308499,531.496470114951,241.747783193548,289.748686921403
"ENSXMAG00000002825",625.252259803982,439.501937679361,185.750322124621,253.75161555474
"ENSXMAG00000002868",543.847860337789,427.882537534021,115.965322803768,311.917214730252
"ENSXMAG00000002899",548.780800127688,290.779822695224,258.000977432464,32.7788452627603
"ENSXMAG00000002921",712.186116568855,453.180857737867,259.005258830988,194.17559890688
"ENSXMAG00000002924",517.99280577289,146.646991151903,371.345814620987,-224.698823469084
"ENSXMAG00000002944",694.131529836725,510.684632472289,183.446897364436,327.237735107854
"ENSXMAG00000002948",761.185711412725,484.085997374682,277.099714038043,206.98628333664
"ENSXMAG00000003030",665.367757622029,456.030677559339,209.33708006269,246.693597496648
"ENSXMAG00000003100",693.80911505304,153.389325665787,540.419789387253,-387.030463721466
"ENSXMAG00000003116",673.252161623008,389.236619044421,284.015542578588,105.221076465833
"ENSXMAG00000003117",546.228706634474,440.218456988882,106.010249645593,334.208207343289
"ENSXMAG00000003142",567.396980648643,278.498545778697,288.898434869945,-10.3998890912478
"ENSXMAG00000003143",656.550937696493,136.93098447735,519.619953219143,-382.688968741794
"ENSXMAG00000003162",784.063991056787,541.040398333699,243.023592723088,298.016805610611
"ENSXMAG00000003205",584.499947081396,394.528871661466,189.971075419931,204.557796241535
"ENSXMAG00000003221",610.944009808289,161.627006027783,449.317003780506,-287.689997752723
"ENSXMAG00000003237",633.415509702918,388.475093148264,244.940416554655,143.534676593609
"ENSXMAG00000003342",791.942670798756,580.699520559781,211.243150238975,369.456370320806
"ENSXMAG00000003468",583.23993895103,111.838311080525,471.401627870504,-359.563316789979
"ENSXMAG00000003518",646.503458970583,102.510456109119,543.993002861464,-441.482546752345
"ENSXMAG00000003539",620.337113010246,452.17819565136,168.158917358886,284.019278292474
"ENSXMAG00000003546",794.437955450786,152.234066986823,642.203888463963,-489.969821477139
"ENSXMAG00000003549",531.164993388538,358.476709509469,172.68828387907,185.788425630399
"ENSXMAG00000003639",602.280168771238,371.88895270111,230.391216070128,141.497736630981
"ENSXMAG00000003649",696.813222816551,545.748938037354,151.064284779197,394.684653258158
"ENSXMAG00000003687",608.236474730929,119.866255539487,488.370219191442,-368.503963651954
"ENSXMAG00000003715",747.608813927559,534.280250867723,213.328563059835,320.951687807888
"ENSXMAG00000003717",712.516806343084,523.545936364247,188.970869978837,334.575066385411
"ENSXMAG00000003719",541.717179188773,108.291744006764,433.425435182008,-325.133691175244
"ENSXMAG00000003814",652.434438390317,494.956449064299,157.477989326018,337.478459738281
"ENSXMAG00000003882",671.235456252699,454.744517347312,216.490938905387,238.253578441925
"ENSXMAG00000003890",678.49333728121,491.613207785149,186.880129496061,304.733078289088
"ENSXMAG00000003911",635.360115960817,133.003555679551,502.356560281266,-369.353004601715
"ENSXMAG00000003924",700.057276299951,448.441068698074,251.616207601877,196.824861096197
"ENSXMAG00000003925",534.398065640028,123.617452530452,410.780613109576,-287.163160579124
"ENSXMAG00000003945",595.265215723116,449.08759417998,146.177621543136,302.909972636843
"ENSXMAG00000003962",644.572069767652,479.277644861866,165.294424905787,313.983219956079
"ENSXMAG00000003984",621.229745154523,176.773838155777,444.455906998746,-267.682068842969
"ENSXMAG00000004029",652.49649207945,459.034082806308,193.462409273142,265.571673533166
"ENSXMAG00000004039",627.021926817627,496.016992920467,131.004933897161,365.012059023306
"ENSXMAG00000004086",610.701491814992,409.867906554945,200.833585260047,209.034321294898
"ENSXMAG00000004093",577.505248438631,393.316379047073,184.188869391558,209.127509655515
"ENSXMAG00000004131",599.769203913053,408.010376376935,191.758827536118,216.251548840817
"ENSXMAG00000004150",692.945260232292,109.400950748239,583.544309484053,-474.143358735814
"ENSXMAG00000004218",683.9118168927,492.78089601397,191.13092087873,301.649975135241
"ENSXMAG00000004244",582.646192585984,412.349106692911,170.297085893073,242.052020799838
"ENSXMAG00000004255",671.363786565288,437.7266701676,233.637116397688,204.089553769912
"ENSXMAG00000004341",519.086256430006,115.253781717498,403.832474712508,-288.57869299501
"ENSXMAG00000004407",779.6640255448,564.616501606749,215.047523938051,349.568977668698
"ENSXMAG00000004410",632.809158505043,414.870145310923,217.939013194121,196.931132116802
"ENSXMAG00000004421",629.937415713343,29.9610156281344,599.976400085208,-570.015384457074
"ENSXMAG00000004446",679.663111986102,476.702018966075,202.961093020027,273.740925946048
"ENSXMAG00000004480",683.211144891434,131.696704680658,551.514440210776,-419.817735530119
"ENSXMAG00000004502",628.581785551218,184.025973328135,444.555812223082,-260.529838894947
"ENSXMAG00000004582",697.369179839233,475.230851388466,222.138328450768,253.092522937698
"ENSXMAG00000004583",607.568482200891,439.207184922353,168.361297278539,270.845887643814
"ENSXMAG00000004585",698.40136477047,410.302581148029,288.098783622441,122.203797525588
"ENSXMAG00000004629",911.0037774081,593.498440718425,317.505336689675,275.99310402875
"ENSXMAG00000004642",692.969836927732,450.417122769859,242.552714157873,207.864408611985
"ENSXMAG00000004703",681.599143047902,154.395451047647,527.203692000255,-372.808240952607
"ENSXMAG00000004731",533.453958982377,433.591124082836,99.8628348995411,333.728289183294
"ENSXMAG00000004756",552.51749734568,365.964567598352,186.552929747328,179.411637851024
"ENSXMAG00000004788",562.165262491541,136.46371634965,425.701546141891,-289.237829792241
"ENSXMAG00000004882",533.288805932668,385.494518675464,147.794287257203,237.700231418261
"ENSXMAG00000004893",750.765720887989,115.532081071798,635.233639816192,-519.701558744394
"ENSXMAG00000004920",659.761636173504,466.744759981103,193.016876192402,273.727883788701
"ENSXMAG00000004933",711.1429183297,509.597376349822,201.545541979878,308.051834369944
"ENSXMAG00000004937",640.705804318968,428.745155215319,211.960649103649,216.78450611167
"ENSXMAG00000004961",526.257844790808,391.421416429064,134.836428361744,256.584988067321
"ENSXMAG00000005037",629.22227699314,447.794346630965,181.427930362176,266.366416268789
"ENSXMAG00000005098",692.47418143751,442.504860703563,249.969320733948,192.535539969615
"ENSXMAG00000005110",524.561621600138,110.026724368039,414.534897232099,-304.508172864061
"ENSXMAG00000005141",865.790208501394,155.319592787753,710.470615713641,-555.151022925887
"ENSXMAG00000005178",856.046203674553,132.893577013703,723.15262666085,-590.259049647147
"ENSXMAG00000005190",636.353120213503,130.967166432464,505.385953781039,-374.418787348575
"ENSXMAG00000005198",662.159553319316,99.7163652165263,562.443188102789,-462.726822886263
"ENSXMAG00000005205",702.977372199777,432.558152020341,270.419220179436,162.138931840904
"ENSXMAG00000005303",635.030212025839,106.120701884504,528.909510141335,-422.788808256831
"ENSXMAG00000005304",647.804454370906,477.49933271897,170.305121651936,307.194211067034
"ENSXMAG00000005315",553.743018059734,136.749907803897,416.993110255836,-280.243202451939
"ENSXMAG00000005388",623.110865130081,386.536226835327,236.574638294754,149.961588540573
"ENSXMAG00000005403",624.004828224739,378.718325787605,245.286502437134,133.431823350471
"ENSXMAG00000005424",628.346510403577,443.599500126711,184.747010276866,258.852489849845
"ENSXMAG00000005429",587.301947803419,409.954862879684,177.347084923735,232.607777955949
"ENSXMAG00000005438",711.529396497759,472.335206691623,239.194189806136,233.141016885487
"ENSXMAG00000005447",739.082673639047,518.628617007396,220.454056631651,298.174560375744
"ENSXMAG00000005565",593.05110292338,445.829203703427,147.221899219953,298.607304483474
"ENSXMAG00000005602",535.130764978267,366.691563051388,168.43920192688,198.252361124508
"ENSXMAG00000005670",698.807771218093,554.251890648361,144.555880569731,409.69601007863
"ENSXMAG00000005675",573.718553481333,428.820290316884,144.898263164449,283.922027152436
"ENSXMAG00000005685",584.524889711621,445.706799691177,138.818090020444,306.888709670733
"ENSXMAG00000005689",573.244123294416,355.652232879616,217.5918904148,138.060342464816
"ENSXMAG00000005756",771.565470993136,538.489365715763,233.076105277373,305.413260438389
"ENSXMAG00000005772",663.544242777671,450.748701763505,212.795541014165,237.95316074934
"ENSXMAG00000005832",560.922193763133,417.889946240368,143.032247522765,274.857698717603
"ENSXMAG00000005833",729.945175136643,125.674372598758,604.270802537885,-478.596429939126
"ENSXMAG00000005836",695.40428000569,426.593020842149,268.81125916354,157.781761678609
"ENSXMAG00000005842",571.555136276503,368.549361497977,203.005774778526,165.54358671945
"ENSXMAG00000005886",566.397762640025,138.791222328817,427.606540311207,-288.81531798239
"ENSXMAG00000005923",640.66508842119,369.804614738876,270.860473682314,98.9441410565615
"ENSXMAG00000005973",633.263256057954,451.378161364906,181.885094693048,269.493066671859
"ENSXMAG00000005981",542.748335614771,387.61007328354,155.138262331232,232.471810952308
"ENSXMAG00000006050",720.772534020202,139.131610154475,581.640923865727,-442.509313711251
"ENSXMAG00000006100",610.974944490496,426.353785312595,184.621159177901,241.732626134694
"ENSXMAG00000006125",578.859457383066,405.754427991954,173.105029391112,232.649398600842
"ENSXMAG00000006139",561.941817172695,198.525437058313,363.416380114382,-164.890943056069
"ENSXMAG00000006149",645.949564481292,215.553051986618,430.396512494674,-214.843460508056
"ENSXMAG00000006193",552.000677953765,405.055586518445,146.94509143532,258.110495083126
"ENSXMAG00000006209",536.102468465653,378.552819666782,157.549648798871,221.003170867911
"ENSXMAG00000006296",592.046674032837,462.705039628542,129.341634404296,333.363405224246
"ENSXMAG00000006411",567.439590855595,105.497545791961,461.942045063634,-356.444499271673
"ENSXMAG00000006432",548.205904755281,156.4742975368,391.73160721848,-235.25730968168
"ENSXMAG00000006456",772.83534319431,475.325759893035,297.509583301276,177.816176591759
"ENSXMAG00000006468",608.523595947895,407.728313899596,200.795282048299,206.933031851297
"ENSXMAG00000006469",521.213507275326,185.655605396116,335.557901879209,-149.902296483093
"ENSXMAG00000006528",581.917382426655,399.235371053724,182.682011372931,216.553359680793
"ENSXMAG00000006535",558.817184001751,361.372872449418,197.444311552333,163.928560897085
"ENSXMAG00000006553",669.312640904443,167.297831166182,502.014809738261,-334.716978572078
"ENSXMAG00000006578",555.569267782126,424.301389181573,131.267878600552,293.033510581021
"ENSXMAG00000006593",756.698917039238,532.177958628326,224.520958410912,307.657000217414
"ENSXMAG00000006601",574.418784121129,362.985463852309,211.43332026882,151.552143583489
"ENSXMAG00000006663",527.251766856157,370.984094807942,156.267672048215,214.716422759726
"ENSXMAG00000006739",625.929839679216,486.626771989162,139.303067690054,347.323704299108
"ENSXMAG00000006811",651.914030310631,521.310922524118,130.603107786513,390.707814737605
"ENSXMAG00000006860",870.268093056452,629.836059163721,240.432033892731,389.40402527099
"ENSXMAG00000006889",682.601501865425,422.834654160234,259.766847705191,163.067806455043
"ENSXMAG00000006912",657.409508924238,432.717016944547,224.692491979691,208.024524964856
"ENSXMAG00000006917",522.753937661243,114.035209241347,408.718728419896,-294.683519178548
"ENSXMAG00000006953",560.907359636011,136.361661333752,424.545698302259,-288.184036968507
"ENSXMAG00000006980",547.901266452022,348.874777414714,199.026489037308,149.848288377406
"ENSXMAG00000007014",792.548148874907,507.299956833332,285.248192041575,222.051764791758
"ENSXMAG00000007020",791.212471668176,569.292410131202,221.920061536974,347.372348594228
"ENSXMAG00000007023",595.285176540303,364.057035235563,231.228141304739,132.828893930824
"ENSXMAG00000007067",688.884963322095,536.244624559488,152.640338762607,383.60428579688
"ENSXMAG00000007070",533.750487957091,398.901322195111,134.849165761981,264.05215643313
"ENSXMAG00000007084",538.307754803645,394.174731026241,144.133023777405,250.041707248836
"ENSXMAG00000007085",576.259232012931,116.19132485976,460.067907153171,-343.876582293411
"ENSXMAG00000007106",724.737868695606,421.297819543328,303.440049152279,117.857770391049
"ENSXMAG00000007170",557.578946816821,400.512861546544,157.066085270277,243.446776276267
"ENSXMAG00000007184",557.831123486461,275.694550357131,282.13657312933,-6.44202277219938
"ENSXMAG00000007208",727.898057652308,480.263339714896,247.634717937413,232.628621777483
"ENSXMAG00000007236",665.673766379238,423.494079341756,242.179687037483,181.314392304273
"ENSXMAG00000007238",765.877368636376,582.563173623279,183.314195013097,399.248978610182
"ENSXMAG00000007248",670.218808970263,398.64127305311,271.577535917152,127.063737135958
"ENSXMAG00000007333",653.705672536672,475.585945448981,178.119727087691,297.466218361289
"ENSXMAG00000007374",602.708006114592,146.928903502027,455.779102612565,-308.850199110538
"ENSXMAG00000007406",540.322344890513,444.987869645917,95.3344752445959,349.653394401321
"ENSXMAG00000007441",578.040541421382,413.316042907239,164.724498514143,248.591544393097
"ENSXMAG00000007490",695.976305736083,480.320846596642,215.655459139441,264.6653874572
"ENSXMAG00000007535",609.651446150006,102.962071302023,506.689374847983,-403.72730354596
"ENSXMAG00000007570",686.521509791413,132.563341488743,553.95816830267,-421.394826813927
"ENSXMAG00000007579",702.927655513774,513.097245026358,189.830410487415,323.266834538943
"ENSXMAG00000007608",679.60357591528,519.202455981569,160.401119933711,358.801336047859
"ENSXMAG00000007637",518.851273416023,192.389352216963,326.461921199059,-134.072568982096
"ENSXMAG00000007751",592.891923204018,421.955372479718,170.9365507243,251.018821755418
"ENSXMAG00000007754",860.291832781138,109.582574689282,750.709258091856,-641.126683402574
"ENSXMAG00000007804",604.296644588941,351.124467737603,253.172176851337,97.9522908862659
"ENSXMAG00000007866",626.39325864869,466.204687719995,160.188570928695,306.016116791299
"ENSXMAG00000007873",778.401681650629,152.11821764151,626.28346400912,-474.16524636761
"ENSXMAG00000007912",541.958790103656,348.691227501022,193.267562602634,155.423664898389
"ENSXMAG00000007952",632.920753840747,122.582654384778,510.338099455969,-387.75544507119
"ENSXMAG00000007975",749.544153192578,149.402282230456,600.141870962122,-450.739588731667
"ENSXMAG00000007977",551.794560249092,414.674569557469,137.119990691623,277.554578865846
"ENSXMAG00000008003",702.052034522931,471.16469527331,230.887339249621,240.277356023689
"ENSXMAG00000008021",687.195499845858,127.48112240216,559.714377443698,-432.233255041538
"ENSXMAG00000008028",518.079004275261,375.852449561212,142.226554714049,233.625894847163
"ENSXMAG00000008110",628.321515241392,156.285189573528,472.036325667864,-315.751136094336
"ENSXMAG00000008211",704.20244628927,407.547958147434,296.654488141837,110.893470005597
"ENSXMAG00000008296",670.196183190884,493.277089890369,176.919093300515,316.357996589854
"ENSXMAG00000008326",649.91109757976,151.962450180806,497.948647398954,-345.986197218149
"ENSXMAG00000008357",642.052267861624,127.905248927713,514.147018933911,-386.241770006197
"ENSXMAG00000008379",685.89111858803,429.751007793221,256.140110794809,173.610896998413
"ENSXMAG00000008435",726.472774726028,458.036443692792,268.436331033235,189.600112659557
"ENSXMAG00000008443",593.737029559677,403.872732739824,189.864296819854,214.00843591997
"ENSXMAG00000008464",671.934801249296,516.972515766057,154.962285483238,362.010230282819
"ENSXMAG00000008505",649.878105460184,439.312566871017,210.565538589166,228.747028281851
"ENSXMAG00000008510",765.553312132589,571.608425816497,193.944886316092,377.663539500405
"ENSXMAG00000008567",607.039638646733,458.890538226487,148.149100420246,310.741437806241
"ENSXMAG00000008638",549.513378838267,374.122730848848,175.390647989419,198.732082859429
"ENSXMAG00000008661",538.526199885667,384.426277403647,154.09992248202,230.326354921627
"ENSXMAG00000008680",814.862719771197,488.728786091858,326.133933679339,162.594852412519
"ENSXMAG00000008693",686.041572662189,485.926153264979,200.11541939721,285.810733867769
"ENSXMAG00000008714",658.142133266218,490.439498246414,167.702635019805,322.736863226609
"ENSXMAG00000008751",549.097566217971,375.765426538511,173.33213967946,202.433286859051
"ENSXMAG00000008850",659.423162493956,122.296341564743,537.126820929213,-414.83047936447
"ENSXMAG00000008866",522.562043409174,382.529245870512,140.032797538663,242.496448331849
"ENSXMAG00000008886",612.352402961366,68.3233130981613,544.029089863205,-475.705776765044
"ENSXMAG00000008911",656.11933594751,503.090865521491,153.028470426019,350.062395095472
"ENSXMAG00000008938",734.577360492209,429.362801282441,305.214559209768,124.148242072673
"ENSXMAG00000008941",659.491943425323,122.107572395276,537.384371030048,-415.276798634772
"ENSXMAG00000008974",594.011023339177,422.099475705444,171.911547633733,250.187928071711
"ENSXMAG00000008988",571.348713364384,29.6923078965481,541.656405467836,-511.964097571288
"ENSXMAG00000009016",688.796772578399,477.312444448777,211.484328129622,265.828116319156
"ENSXMAG00000009063",779.924309916295,552.45782122573,227.466488690565,324.991332535165
"ENSXMAG00000009095",589.589956869403,122.751311885583,466.83864498382,-344.087333098238
"ENSXMAG00000009117",721.332021096188,400.514195758078,320.81782533811,79.6963704199685
"ENSXMAG00000009191",544.372576425814,423.036356349215,121.336220076599,301.700136272616
"ENSXMAG00000009197",625.220761379925,455.748174870236,169.472586509689,286.275588360547
"ENSXMAG00000009207",675.68747816613,539.283332691587,136.404145474544,402.879187217043
"ENSXMAG00000009224",719.594132388751,449.35323387734,270.240898511411,179.112335365929
"ENSXMAG00000009226",534.337344936557,408.911210381431,125.426134555126,283.485075826305
"ENSXMAG00000009240",799.269607773917,135.729460842057,663.54014693186,-527.810686089802
"ENSXMAG00000009308",625.590078275903,411.54998704956,214.040091226342,197.509895823218
"ENSXMAG00000009310",637.642857765299,386.490300206828,251.152557558471,135.337742648356
"ENSXMAG00000009354",658.311476183374,434.375575871138,223.935900312236,210.439675558902
"ENSXMAG00000009411",626.079797064841,394.539286375543,231.540510689298,162.998775686244
"ENSXMAG00000009454",686.670676367754,503.982078205296,182.688598162458,321.293480042839
"ENSXMAG00000009496",704.583920000207,455.196400618997,249.38751938121,205.808881237787
"ENSXMAG00000009509",568.653872336629,124.333619590733,444.320252745896,-319.986633155163
"ENSXMAG00000009532",547.723609336021,196.389652789357,351.333956546664,-154.944303757307
"ENSXMAG00000009558",699.79146866094,490.433054427819,209.35841423312,281.074640194699
"ENSXMAG00000009559",751.980085148583,490.909329136455,261.070756012128,229.838573124326
"ENSXMAG00000009563",592.221254200308,462.063356594688,130.15789760562,331.905458989068
"ENSXMAG00000009581",654.338586350368,421.462430248196,232.876156102172,188.586274146024
"ENSXMAG00000009585",643.178474600007,416.555148471214,226.623326128793,189.931822342421
"ENSXMAG00000009586",812.133540851261,536.146676405912,275.98686444535,260.159811960562
"ENSXMAG00000009606",652.282096016297,104.726154516314,547.555941499984,-442.82978698367
"ENSXMAG00000009608",845.473935522093,576.188418349617,269.285517172476,306.902901177141
"ENSXMAG00000009655",528.971578836641,382.348628391932,146.622950444709,235.725677947224
"ENSXMAG00000009686",546.748500821886,349.015706591952,197.732794229933,151.282912362019
"ENSXMAG00000009730",586.512096935818,404.469859474459,182.042237461358,222.427622013101
"ENSXMAG00000009779",535.025437451336,428.358484749792,106.666952701544,321.691532048247
"ENSXMAG00000009806",548.705886104784,386.95705373956,161.748832365224,225.208221374336
"ENSXMAG00000009824",586.021209999588,390.3726647336,195.648545265988,194.724119467611
"ENSXMAG00000009828",636.177574919622,129.651783998358,506.525790921264,-376.874006922905
"ENSXMAG00000009876",837.933011764657,567.670784859285,270.262226905372,297.408557953913
"ENSXMAG00000009881",551.278786696114,371.09224742496,180.186539271155,190.905708153805
"ENSXMAG00000009909",542.528170780127,177.796241952084,364.731928828043,-186.935686875959
"ENSXMAG00000009922",589.078356432267,444.855943447999,144.222412984268,300.633530463731
"ENSXMAG00000010011",644.147578519452,409.587833866746,234.559744652706,175.02808921404
"ENSXMAG00000010046",561.090829835921,391.597774843983,169.493054991938,222.104719852045
"ENSXMAG00000010064",640.036846957903,441.941668135041,198.095178822862,243.846489312179
"ENSXMAG00000010082",716.754947907617,503.486054782901,213.268893124716,290.217161658185
"ENSXMAG00000010093",758.397894449115,149.622113611469,608.775780837647,-459.153667226178
"ENSXMAG00000010095",516.941331703099,197.635068214014,319.306263489085,-121.671195275071
"ENSXMAG00000010126",561.08429618852,380.995909428452,180.088386760068,200.907522668384
"ENSXMAG00000010127",668.270351047592,464.505540148886,203.764810898705,260.740729250181
"ENSXMAG00000010151",703.346755295071,160.617752227327,542.729003067744,-382.111250840417
"ENSXMAG00000010163",762.128608115682,514.516926011768,247.611682103914,266.905243907854
"ENSXMAG00000010165",619.443499692747,110.968707024519,508.474792668228,-397.506085643708
"ENSXMAG00000010183",690.757709757162,551.700667606049,139.057042151113,412.643625454935
"ENSXMAG00000010185",627.163205186603,436.13817582193,191.025029364673,245.113146457257
"ENSXMAG00000010203",654.416832496815,115.26902281637,539.147809680444,-423.878786864074
"ENSXMAG00000010222",645.603600091963,517.581807750943,128.02179234102,389.560015409923
"ENSXMAG00000010250",593.53266045549,457.634561991523,135.898098463967,321.736463527556
"ENSXMAG00000010281",590.999925885495,137.770444005231,453.229481880264,-315.459037875033
